fish_id,year,station,length,sex,gut_length,SP1,SP2,PS,plates,grn,grg,grl2,grl3
BK100284,2010,124,58,m,34,2.376,3.004,3.853,5,15,0.1933333,1.108333,1.125
BK100293,2010,124,65,f,35,3.946,4.433,5.961,5,13,0.2563333,1.159333,1.194333
BK100295,2010,124,63,m,36,3.328,3.544,3.854,6,NA,NA,NA,NA
BK100313,2010,124,62,f,43,3.281,3.585,5.728,4,15,0.19,1.156333,1.187667
BK100322,2010,124,66,f,35,3.781,3.972,5.939,5,13,0.2496667,1.148667,1.161667
BK100327,2010,124,58,f,40,3.054,3.296,4.45,6,NA,NA,NA,NA
BK100335,2010,124,55,f,31,3.263,3.154,5.632,5,14,0.216,1.054333,1.038667
BK100339,2010,124,50,f,28,3.521,3.761,5.723,4,NA,NA,NA,NA
BK100525,2010,27,43,NA,NA,2.478,2.636,3.799,5,13,0.2653333,0.973,1.133667
BK100526,2010,27,70,NA,NA,3.817,4.184,6.653,5,15,0.2676667,1.126,1.302
BK100529,2010,27,46,NA,NA,2.89,3.179,5.715,4,13,0.1796667,0.8863333,0.895
BK100529,2010,27,46,NA,NA,2.749,3.24,5.737,4,13,0.1796667,0.8863333,0.895
BK100530,2010,27,53,NA,NA,2.909,2.978,5.091,5,14,0.1813333,1.020333,1.232333
BK100531,2010,27,51,NA,NA,3.006,3.413,5.185,6,13,0.211,1.018667,1.08
BK100533,2010,27,55,NA,NA,3.049,3.401,5.419,5,10,0.1846667,1.026333,1.208333
BK100534,2010,27,60,NA,NA,3.323,3.56,5.797,5,14,0.1856667,1.454333,1.486
BK100536,2010,27,45,NA,NA,3.002,2.984,4.491,6,11,0.171,0.94,0.9876667
BK100538,2010,27,46,NA,NA,2.267,2.527,4.067,4,14,0.1956667,0.9733333,0.959
BK100542,2010,27,58,NA,NA,3.988,4.331,5.92,4,14,0.2046667,1.417333,1.447
BK100543,2010,27,57,NA,NA,3.538,3.666,6.003,4,13,0.1796667,1.198333,1.169667
BK100544,2010,27,55,NA,NA,3.748,4.085,5.714,4,13,0.1613333,1.009333,1.061333
BK100545,2010,27,44,NA,NA,2.597,2.862,4.806,4,NA,NA,NA,NA
BK100546,2010,23,47,NA,NA,2.905,3.061,5.861,5,NA,NA,NA,NA
BK100559,2010,23,37,NA,NA,2.027,2.13,4.396,5,13,0.1416667,0.821,0.829
BK100567,2010,23,61,NA,NA,3.37,3.633,6.931,5,12,0.243,1.436667,1.323
BK100571,2010,23,44,NA,NA,2.425,2.315,3.911,5,12,0.1956667,0.9126667,0.912
BK100572,2010,23,39,NA,NA,2.821,2.989,4.163,6,13,0.1496667,0.967,0.9413333
BK100573,2010,23,50,NA,NA,2.727,3.076,5.189,4,NA,NA,NA,NA
BK100574,2010,23,51,NA,NA,3.713,3.729,5.911,5,15,0.1763333,1.06,1.010333
BK100587,2010,23,37,NA,NA,2.705,2.752,4.499,6,13,0.1226667,0.834,0.8866667
BK100588,2010,23,50,NA,NA,1.999,2.468,4.577,6,9,0.149,1.032667,1.030667
BK100589,2010,23,54,NA,NA,2.812,3.047,5.355,5,14,0.2006667,1.620667,1.499667
BK100593,2010,23,37,NA,NA,2.441,2.636,3.827,5,13,0.1696667,1.162333,1.246667
BK100594,2010,23,64,NA,NA,3.675,3.861,6.549,5,12,0.2226667,1.361667,1.333
BK100596,2010,23,44,NA,NA,2.59,2.792,4.877,4,14,0.1486667,0.998,0.9616667
BK100597,2010,23,44,NA,NA,2.38,2.531,4.168,5,13,0.1873333,0.9746667,0.9323333
BK100610,2010,HS2,47,NA,NA,2.743,2.919,5.974,4,13,0.2386667,1.019333,1.07
BK100617,2010,HS2,57,NA,NA,2.927,2.991,5.142,4,10,0.1893333,0.725,0.724
BK100637,2010,HS2,49,NA,NA,3.036,3.467,5.27,4,14,0.2483333,1.208,1.106667
BK100650,2010,HS2,42,NA,NA,2.963,3.281,4.955,4,13,0.1753333,0.8773333,0.8443333
BK100652,2010,HS2,40,NA,NA,2.569,3.013,4.359,4,NA,NA,NA,NA
BK100654,2010,HS2,40,NA,NA,2.547,2.893,4.237,6,13,0.18,0.603,0.738
BK100659,2010,HS2,47,NA,NA,3.237,3.382,5.726,5,15,0.165,0.8946667,1.034333
BK100673,2010,HS2,49,NA,NA,3.429,3.718,5.256,5,14,0.2283333,0.854,0.887
BK100677,2010,HS2,46,NA,NA,3.224,3.397,5.209,5,14,0.208,0.961,1.085
BK100682,2010,HS2,45,NA,NA,3.599,3.912,5.644,6,13,0.232,1.011667,0.9916667
BK100683,2010,HS2,48,NA,NA,3.353,3.773,5.041,6,13,0.1723333,1.251333,1.221333
BK100692,2010,HS2,43,NA,NA,2.256,2.516,4.116,4,15,0.1456667,0.7066667,0.8726667
BK100745,2010,HS2,40,NA,NA,3.248,3.333,4.911,5,11,0.2136667,0.7523333,0.8553333
BK100746,2010,HS2,45,NA,NA,2.887,3.177,4.377,4,14,0.212,1.020333,1.046333
BK100748,2010,HS2,44,NA,NA,2.36,3.571,4.909,6,9,0.2306667,0.6743333,0.563
BK100749,2010,HS2,50,NA,NA,2.816,2.93,4.624,6,14,0.17,0.878,0.8903333
BK100750,2010,HS2,41,NA,NA,3.123,3.61,5.368,4,13,0.166,0.9546667,0.8553333
BK100751,2010,HS2,41,NA,NA,2.867,2.937,4.749,5,14,0.161,0.7316667,0.8033333
BK100752,2010,GS,58,f,28,3.011,3.025,5.284,5,16,0.186,1.173667,1.215333
BK100754,2010,GS,65,m,34,3.447,3.797,4.68,4,14,0.1996667,1.242667,1.249
BK100755,2010,GS,55,m,24,3.159,3.111,5.12,6,16,0.1546667,1.254333,1.416
BK100759,2010,GS,51,m,30,2.685,3.429,4.914,6,14,0.1863333,1.156667,1.167667
BK100760,2010,GS,35,f,37,NA,NA,NA,NA,NA,NA,NA,NA
BK100762,2010,GS,58,f,34,3.449,4.656,5.646,5,14,0.203,1.414,1.446667
BK100763,2010,GS,59,m,30,3.401,3.908,6.088,6,14,0.2356667,1.305333,1.415
BK100764,2010,GS,60,NA,NA,3.422,4.04,6.224,6,14,0.2053333,1.176333,1.214
BK100765,2010,GS,53,f,30,3.788,3.317,5.3,4,14,0.299,1.233333,1.185
BK100769,2010,GS,74,f,55,3.989,4.417,7.391,5,14,0.2286667,1.539333,1.520667
BK100770,2010,GS,57,f,35,3.198,3.568,6.414,4,NA,NA,NA,NA
BK100775,2010,GS,68,f,45,3.719,3.699,7.016,5,15,0.2176667,1.258333,1.362
BK100776,2010,GS,52,f,30,3.122,2.919,5.444,5,12,0.2486667,0.9946667,1.070667
BK100780,2010,GS,64,NA,NA,3.371,3.894,4.857,4,14,0.194,1.126667,1.050667
BK100781,2010,GS,60,f,37,3.268,3.44,6.06,4,14,0.2383333,1.358667,1.321333
BK100783,2010,GS,59,f,34,3.529,3.945,5.769,6,12,0.2163333,1.331,1.250333
BK100784,2010,GS,44,m,16,3.398,3.546,4.626,5,8,0.2013333,1.163667,1.253
BK100785,2010,GS,61,f,33,3.494,3.858,5.989,6,14,0.209,1.054,1.057
BK100793,2010,GS,38,f,17,2.258,2.309,3.665,4,NA,NA,NA,NA
BK100799,2010,GS,76,f,40,4.315,4.615,7.055,6,13,0.3006667,1.158667,1.205667
BK100830,2010,135,60,f,29,2.939,3.48,5.973,4,13,0.2833333,1.113667,1.154333
BK100831,2010,135,43,m,22,2.42,2.438,3.037,4,10,0.1293333,1.014,1.082667
BK100832,2010,135,39,m,18,3.004,2.869,4.035,5,13,0.127,1.019,0.9066667
BK100833,2010,135,63,f,38,4.137,3.987,5.673,5,NA,NA,NA,NA
BK100835,2010,135,61,f,35,3.311,3.187,6.459,6,12,0.232,1.219333,1.238333
BK100840,2010,135,60,f,40,4.107,4.282,7.45,4,8,0.2366667,1.478667,1.422667
BK100846,2010,135,60,m,29,3.355,3.656,5.515,5,14,0.209,1.306667,1.269667
BK100914,2010,DN,72,m,45,4.907,5.136,7.283,7,15,0.2143333,1.673,1.406667
BK100933,2010,DN,47,f,23,2.216,2.136,3.389,5,14,0.1996667,1.003667,0.9266667
BK100963,2010,DN,57,m,28,3.882,4.233,5.233,4,NA,NA,NA,NA
BK101008,2010,124,68,f,45,4.7,4.982,6.563,6,NA,NA,NA,NA
BK101011,2010,124,68,m,40,3.218,3.958,6.976,6,13,0.1903333,1.396,1.447667
BK101015,2010,124,51,f,29,2.769,3.193,4.634,4,NA,NA,NA,NA
BK101016,2010,124,69,f,45,4.124,5.269,7.408,6,14,0.2293333,1.223333,1.344667
BK101017,2010,124,61,f,43,3.475,3.791,5.776,5,13,0.2273333,1.522667,1.467
BK101018,2010,124,55,f,33,3.326,3.689,4.918,5,14,0.174,0.7163333,0.823
BK101025,2010,DN,49,f,24,3.489,3.692,4.714,6,14,0.1926667,0.9346667,0.996
BK101027,2010,DN,64,m,35,4.169,4.348,4.738,5,NA,NA,NA,NA
BK101030,2010,DN,58,f,32,3.4,3.707,6.178,6,14,0.1986667,1.073,1.047333
BK101046,2010,DN,52,m,24,3.307,3.546,4.437,6,13,0.2156667,1.063667,1.079667
BK101050,2010,DN,52,f,29,3.437,3.166,4.2,7,NA,NA,NA,NA
BK101075,2010,DN,45,m,21,3.267,3.378,5.08,5,14,0.1866667,0.9626667,0.977
BK101081,2010,DN,37,NA,15,2.287,2.483,4.04,5,NA,NA,NA,NA
BK101089,2010,DN,55,f,30,3.404,3.647,4.075,5,NA,NA,NA,NA
BK101091,2010,DN,54,f,29,3.13,3.489,6.073,6,NA,NA,NA,NA
BK101097,2010,DN,63,f,40,3.385,3.694,6.576,4,14,0.2006667,1.226667,1.210333
BK101099,2010,DN,49,f,15,2.506,2.778,4.877,4,13,0.2003333,0.9376667,0.9853333
BK101117,2010,DN,54,f,30,3.302,3.535,5.638,7,NA,NA,NA,NA
BK101130,2010,DN,47,NA,19,2.486,3.289,4.55,6,13,0.162,1.076667,1.077667
BK101142,2010,DN,50,f,27,3.07,3.216,4.706,4,15,0.1976667,0.994,0.916
BK101147,2010,DN,56,f,37,3.624,4.109,5.205,5,13,0.2306667,1.106,1.260667
BK101157,2010,DN,63,f,27,4.044,4.087,6.037,6,14,0.2116667,1.199667,1.134333
BK101169,2010,DN,57,f,38,3.705,3.973,6.454,4,14,0.165,1.081333,1.277333
BK101179,2010,135,61,f,36,3.747,4.02,4.887,5,NA,NA,NA,NA
BK101194,2010,135,70,f,57,4.213,4.694,4.536,4,14,0.2586667,1.098667,1.234667
BK101198,2010,135,62,f,42,3.507,3.701,5.469,5,15,0.2716667,1.088333,1.188667
BK101199,2010,135,62,f,40,3.235,3.618,6.667,6,14,0.2403333,1.125,1.177
BK101200,2010,135,64,f,39,3.837,3.986,6.031,6,13,0.225,0.9346667,1.012333
BK101201,2010,135,62,f,37,3.632,3.745,6.321,5,NA,NA,NA,NA
BK101202,2010,135,58,f,41,3.619,4.263,5.527,5,12,0.2793333,1.138333,1.107
BK101203,2010,135,61,f,43,3.822,4.183,6.346,7,15,0.2166667,1.081333,1.172667
BK101206,2010,135,64,f,44,4.326,4.556,5.349,6,14,0.212,1.457333,1.427
BK101212,2010,135,57,m,27,3.141,3.627,4.725,6,15,0.1796667,1.348,1.398667
BK101213,2010,135,64,f,41,3.605,3.848,6.082,5,NA,NA,NA,NA
BK101215,2010,135,52,f,30,2.802,2.865,4.256,6,13,0.1673333,1.072667,1.046333
BK101363,2010,128,70,f,41,3.522,3.956,5.84,5,13,0.306,1.072667,1.055333
BK101364,2010,128,52,m,25,3.011,3.044,4.921,7,14,0.1796667,1.151667,1.147667
BK120001,2012,23,62,NA,NA,3.51,3.549,6.465,3,20,0.175,0.873,0.934
BK120002,2012,23,55,NA,NA,2.722,2.923,5.16,5,19,0.183,0.86,1.111
BK120003,2012,23,48,NA,NA,2.18,2.456,4.666,5,20,0.168,0.928,0.955
BK120004,2012,23,54,NA,NA,2.806,2.954,4.055,5,21,0.171,1.067,1.138
BK120005,2012,23,52,NA,NA,2.796,3,5.148,4,20,0.168,0.927,0.941
BK120006,2012,23,48,NA,NA,2.32,2.596,4.933,3,19,0.198,1.088,1.054
BK120010,2012,23,55,NA,NA,2.949,2.839,5.683,6,22,0.187,1.101,1.31
BK120017,2012,23,59,NA,NA,3.2,3.494,6.021,5,21,0.165,1.079,1.113
BK120024,2012,41,36,m,18,2.691,2.723,3.129,4,12,0.1116667,0.744,0.7946667
BK120029,2012,27,56,NA,NA,3.25,3.262,6.218,6,21,0.144,0.824,0.957
BK120035,2012,27,80,NA,NA,4.224,4.428,6.555,5,20,0.228,1.14,1.301
BK120036,2012,27,64,NA,NA,3.552,3.976,5.627,4,21,0.167,0.933,0.867
BK120037,2012,27,60,NA,NA,3.647,3.892,5.406,5,20,0.194,1.126,1.246
BK120038,2012,27,63,NA,NA,3.929,4.009,6.436,6,22,0.265,1.511,1.233
BK120042,2012,27,54,NA,NA,3.128,3.434,6.156,6,18,0.224,1.085,1.106
BK120045,2012,27,55,NA,NA,3.601,4.007,6.188,5,12,0.1913333,1.427667,1.367
BK120047,2012,44,51,m,30,3.243,3.521,5.42,6,14,0.1756667,1.173667,1.251333
BK120050,2012,44,45,f,22,2.488,2.641,4.272,6,14,0.21,1.039667,1.077
BK120051,2012,44,40,m,22,2.562,2.875,4.66,4,12,0.1283333,1.023667,1.065667
BK120062,2012,44,63,f,45,4.387,4.42,NA,5,14,0.1876667,1.470667,1.305333
BK120069,2012,27,36,f,15,2.32,2.254,3.658,6,14,0.1103333,0.693,0.731
BK120071,2012,27,47,NA,NA,2.478,3.165,4.789,6,13,0.1733333,0.9923333,0.9556667
BK120091,2012,27,62,NA,NA,4.115,4.335,6.752,6,21,0.179,1.13,1.275
BK120098,2012,27,64,NA,NA,3.628,4.072,6.327,6,14,0.195,1.299333,1.318667
BK120110,2012,27,53,NA,NA,2.801,2.829,4.479,6,19,0.158,0.808,0.918
BK120112,2012,23,65,NA,NA,3.192,3.286,6.411,7,22,0.186,1.1,1.372
BK120113,2012,23,61,NA,NA,2.723,2.895,4.412,5,19,0.245,1.198,1.199
BK120114,2012,23,55,NA,NA,3.456,3.492,5.96,5,19,0.208,1.126,1.327
BK120119,2012,23,38,f,8,2.1,2.291,3.12,4,NA,0.147,0.785,0.86
BK120122,2012,23,36,NA,10,2.147,2.236,4.024,4,NA,NA,NA,NA
BK120124,2012,23,52,NA,NA,2.898,3.16,4.924,6,19,0.22,0.902,1.08
BK120186,2012,44,45,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
BK120233,2012,44,49,f,15,2.159,2.548,4.337,6,20,0.165,0.895,1.01
BK120235,2012,44,53,m,15,3.264,3.383,5.521,4,19,0.226,1.35,1.37
BK120250,2012,44,63,f,21,3.409,3.758,6.854,4,20,0.231,1.56,1.5
BK120251,2012,44,53,f,21,2.667,3.315,5.172,4,19,0.189,1.14,1.25
BK120252,2012,44,70,f,25,NA,NA,NA,NA,22,0.184,1.5,1.39
BK120255,2012,44,65,f,25,3.696,3.922,6.08,5,19,0.199,1.11,1.28
BK120260,2012,44,54,f,23,2.559,3.346,6.115,5,18,0.185,0.986,1.08
BK120269,2012,44,58,m,25,3.119,3.249,5.216,7,18,0.199,1.33,0.935
BK120274,2012,44,59,f,26,3.132,3.482,5.681,6,21,0.216,0.95,0.843
BK120275,2012,44,70,f,25,3.895,3.905,6.762,4,17,0.274,1.18,1.26
BK120277,2012,44,63,f,27,3.239,3.64,5.694,5,19,0.241,1.2,1.14
BK120278,2012,44,62,f,22,3.648,3.912,7.538,4,19,0.224,1.25,1.28
BK120282,2012,44,62,f,26,3.598,3.883,6.851,4,19,0.237,1.03,1.02
BK120283,2012,44,57,f,19,3.404,3.322,5.869,6,NA,0.234,0.785,0.862
BK120285,2012,44,59,f,20,NA,NA,NA,NA,21,0.2,1.06,0.998
BK120351,2012,124,57,f,30,3.156,3.785,5.275,5,13,0.213,1.053667,1.113
BK120401,2012,128,64,f,23,4.062,4.169,6.316,5,NA,0.242,1.05,1.13
BK120404,2012,128,64,f,26,3.668,3.485,6.193,6,20,0.198,1.22,1.27
BK120411,2012,135,55,f,24,2.797,2.983,5.203,5,21,0.163,0.768,0.838
BK120412,2012,135,58,f,20,3.739,3.855,5.479,6,18,0.174,0.635,0.56
BK120413,2012,135,63,f,25,3.627,2.982,5.531,5,NA,0.212,1.29,1.27
BK120418,2012,135,64,f,21,3.849,3.952,5.621,6,20,0.227,1.5,1.4
BK120419,2012,135,59,m,18,3.124,3.49,5.663,6,21,0.251,1.09,1.07
BK120420,2012,135,55,f,19,3.591,3.227,5.984,6,22,0.218,1.38,1.32
BK120422,2012,135,63,m,19,3.637,3.953,6.367,6,17,0.297,1.11,0.912
BK120423,2012,135,57,f,17,2.991,3.388,4.832,5,19,0.185,1.02,0.985
BK120460,2012,DN,68,f,26,3.097,3.39,6.512,6,19,0.247,1.15,1.13
BK120469,2012,DN,43,m,11,2.171,2.43,3.949,4,NA,0.155,0.782,0.882
BK120477,2012,DN,59,f,16,2.732,3.248,4.78,4,NA,0.217,1.52,1.23
BK120484,2012,DN,59,f,19,2.848,3.339,NA,4,16,0.202,1.14,1.16
BK120485,2012,DN,60,f,20,3.377,3.847,6.197,5,NA,0.281,1.12,1.06
BK120486,2012,DN,40,NA,NA,2.433,2.178,4.185,5,NA,0.137,NA,NA
BK120488,2012,DN,63,f,20,3.423,3.165,6.341,6,16,0.227,1.3,1.43
BK120500,2012,DN,46,f,15,2.534,2.645,4.358,4,19,0.163,0.793,0.722
BK120504,2012,DN,60,f,16,3.602,3.463,6.158,6,16,0.21,1.08,0.934
BK120643,2012,DN,59,m,30,3.578,4.066,5.721,7,13,0.21,1.407333,1.28
BK120677,2012,124,38,m,19,2.221,2.476,3.902,5,NA,NA,NA,NA
BK120680,2012,124,50,NA,NA,2.61,2.638,4.819,6,21,0.216,0.96,1.051
BK120711,2012,124,64,NA,NA,3.764,3.872,6.511,4,20,0.244,1.293,1.181
BK120713,2012,124,62,NA,NA,3.669,3.59,6.196,6,22,0.26,1.212,0.995
BK120715,2012,124,54,NA,NA,2.392,2.712,5.199,6,20,0.204,0.804,0.862
BK120718,2012,124,48,NA,NA,2.667,3.064,5.122,6,22,0.155,1.076,0.954
BK120731,2012,124,49,NA,NA,1.835,2.175,NA,4,NA,0.164,NA,NA
BK120735,2012,124,50,NA,NA,2.618,2.681,4.444,6,21,0.192,NA,0.8
BK120736,2012,124,60,f,24,3.15,3.3,5.122,5,21,0.245,1.2,1.24
BK120739,2012,124,59,NA,NA,3.212,3.652,5.876,7,23,0.155,1,1.149
BK120741,2012,124,65,NA,NA,2.836,3.396,5.937,6,22,0.194,0.989,1.235
BK120742,2012,124,59,NA,NA,2.703,3.119,5.263,5,21,0.217,1.025,1.094
BK120743,2012,124,52,NA,NA,2.668,2.941,5.978,5,20,0.191,1.21,1.239
BK120744,2012,124,60,NA,NA,2.606,3.008,5.226,3,20,0.18,1.063,0.838
BK120745,2012,124,60,f,25,3.42,3.434,6.575,5,NA,0.218,1,1.08
BK120747,2012,124,55,NA,NA,3.086,3.385,5.618,6,21,0.149,0.864,0.935
BK120751,2012,124,69,NA,NA,3.709,3.913,7.836,7,19,0.294,1.279,1.111
BK120753,2012,124,57,NA,NA,2.858,3.1,5.469,5,21,0.196,0.921,0.972
BK120755,2012,124,62,NA,NA,3.331,3.312,5.614,5,20,0.304,1.175,1.236
BK120758,2012,124,80,NA,NA,4.483,4.611,7.436,5,20,0.275,1.469,1.427
BK120760,2012,124,63,NA,NA,3.251,3.659,6.499,4,19,0.256,1.439,1.403
BK120761,2012,124,75,m,30,NA,NA,NA,NA,NA,0.204,1.62,1.67
BK120762,2012,124,57,NA,NA,2.957,3.138,6.97,5,20,0.203,0.925,0.87
BK120766,2012,124,63,NA,NA,2.702,3.347,6.514,4,21,0.19,0.934,0.842
BK120767,2012,124,54,NA,NA,3.337,3.709,6.157,6,19,NA,NA,NA
BK120770,2012,124,72,f,33,4.078,4.406,6.459,4,NA,0.263,1.21,1.37
BK120771,2012,124,73,NA,NA,3.879,4.338,6.135,5,22,0.224,1.534,1.384
BK120773,2012,124,55,NA,NA,3.249,3.227,5.75,6,22,0.159,1.123,1.11
BK120776,2012,124,58,NA,NA,3.294,3.619,5.837,4,20,0.17,1.067,0.928
BK120788,2012,124,71,f,26,NA,NA,NA,NA,NA,0.259,1.43,1.4
BK120789,2012,124,65,f,25,3.401,3.447,6.422,6,21,0.27,1.04,1.12
BK120790,2012,124,50,f,18,3.005,2.916,4.693,6,NA,0.192,0.958,0.978
BK120793,2012,124,73,f,31,4.977,5.359,8.472,5,20,0.323,1.44,1.42
BK120803,2012,124,55,f,18,2.932,3.501,5.39,5,21,0.188,1.29,1.19
BK120808,2012,124,72,NA,NA,5.029,5.32,7.832,6,21,0.267,1.459,1.306
BK120812,2012,124,52,NA,NA,3.115,3.346,5.056,5,21,0.177,1.258,1.19
BK120825,2012,128,58,NA,NA,2.995,3.229,6.363,5,19,0.143,0.969,0.989
BK120834,2012,128,74,NA,NA,3.821,4.039,6.838,6,23,0.284,1.085,1.149
BK120846,2012,128,72,NA,NA,4.115,4.221,7.533,5,18,0.279,1.364,1.122
BK120852,2012,128,60,NA,NA,NA,NA,NA,NA,21,0.198,1.134,1.175
BK120859,2012,128,82,NA,NA,4.211,4.754,6.929,5,20,0.286,1.114,1.19
BK120865,2012,128,54,NA,NA,3.011,3.379,5.053,7,22,0.211,1.079,0.931
BK120867,2012,128,73,NA,NA,4.661,4.968,7.218,5,20,0.218,1.32,1.272
BK120868,2012,128,71,NA,NA,4.452,3.854,7.322,4,22,0.215,1.131,1.183
BK120871,2012,128,53,f,24,2.674,2.93,5.32,5,19,0.195,1.07,0.895
BK120881,2012,128,72,f,30,4.259,5.022,6.6,6,19,0.277,1.32,1.32
BK120887,2012,128,73,NA,NA,4.109,4.702,7.254,6,18,0.206,1.257,1.223
BK120891,2012,128,77,NA,NA,3.732,4.392,7.613,4,20,0.22,1.256,1.419
BK120902,2012,128,57,m,22,3.168,3.672,4.914,6,19,0.227,1.21,1.22
BK120911,2012,128,72,f,27,4.754,5.028,8.434,8,18,0.213,1.05,1.41
BK120920,2012,128,58,NA,NA,2.999,3.499,5.17,6,21,0.168,1.033,1.123
BK121012,2012,NS,55,f,31,2.99,3.187,6.073,4,15,0.176,1.174333,1.161
BK121014,2012,NS,64,f,40,4.091,4.286,7.215,4,NA,NA,NA,NA
BK121029,2012,NS,61,f,37,2.925,3.101,6.716,8,15,0.1793333,1.169333,1.037
BK121038,2012,NS,58,m,33,4.202,4.367,6.267,5,15,0.1756667,1.529,1.670333
BK121044,2012,NS,57,f,35,3.036,3.615,6.582,4,13,0.206,1.217,1.157667
BK121044,2012,NS,57,f,35,3.036,3.615,6.582,4,15,0.1973333,1.081,1.141
BK121056,2012,NS,61,f,35,3.85,4.092,5.263,6,16,0.1603333,1.123667,1.145667
BK121060,2012,NS,57,f,32,2.817,3.005,5.074,4,11,0.178,1.150667,1.292
BK121064,2012,NS,53,f,27,3.136,3.31,4.716,4,13,0.1836667,0.8863333,0.9016667
BK121073,2012,GS,65,f,42,3.744,4.335,6.545,5,12,0.2676667,1.469667,1.475667
BK121074,2012,GS,60,f,43,3.595,4.144,5.944,6,13,0.2893333,1.638667,1.633667
BK121075,2012,GS,43,f,NA,2.571,3.068,4.533,5,13,0.1723333,0.841,0.814
BK121342,2012,HS2,38,f,19,2.979,2.946,4.158,4,15,0.16,0.7726667,0.778
BK121408,2012,HS2,37,m,10,2.507,2.632,4.293,7,20,0.166,0.685,0.833
BK121414,2012,HS2,36,m,10,2.329,2.39,4,5,19,0.153,0.665,0.688
BK121439,2012,HS2,37,f,10,2.119,2.298,3.987,5,17,0.169,0.651,0.718
BK121442,2012,HS2,42,m,13,2.759,2.882,4.56,4,NA,0.132,0.848,0.998
BK121443,2012,HS2,41,f,10,2.622,2.659,4.711,4,17,0.176,0.847,0.889
BK121444,2012,HS2,36,f,7,1.732,1.792,3.72,4,NA,0.148,0.748,0.65
BK121476,2012,HS2,48,m,12,2.242,2.448,4.158,5,NA,0.188,1.13,1.06
BK121477,2012,HS2,52,f,16,2.734,2.719,3.513,6,NA,0.177,1.07,0.89
BK121478,2012,HS2,43,m,12,2.841,3.182,4.597,6,22,0.136,1.04,1.08
BK121480,2012,HS2,51,f,14,2.698,2.877,5.716,5,20,0.139,1.02,1.16
BK121482,2012,HS2,45,f,12,2.499,2.821,4.65,4,21,0.153,1.04,0.906
BK121483,2012,HS2,45,m,13,2.176,2.325,3.42,4,NA,0.132,0.861,0.893
BK121484,2012,HS2,41,f,10,2.456,2.611,4.273,4,18,0.131,0.636,0.718
BK121485,2012,HS2,37,f,7,2.818,2.662,4.791,4,19,0.161,0.707,0.906
BK121487,2012,HS2,39,NA,NA,1.696,2.476,3.421,7,NA,0.126,NA,NA
BK121488,2012,HS2,37,m,9,1.878,2.322,3.979,4,18,0.125,0.771,0.821
BK121489,2012,HS2,38,m,11,2.577,2.731,4.459,5,NA,0.167,0.919,0.831
BK121490,2012,HS2,38,NA,NA,NA,NA,4.988,3,NA,NA,NA,NA
BK121492,2012,HS2,40,m,8,2.645,2.861,4.42,4,18,0.164,1,0.937
BK121493,2012,HS2,40,m,11,2.853,3.195,3.323,6,NA,0.163,0.825,0.973
BK121494,2012,HS2,42,m,15,2.718,2.855,4.889,5,21,0.187,0.879,0.709
BK121495,2012,HS2,38,m,10,2.208,2.542,3.091,4,20,0.112,0.712,0.75
BK121498,2012,HS2,37,m,8,2.574,2.756,4.318,5,19,0.15,0.708,0.71
BK121499,2012,HS2,37,m,12,2.279,2.652,4.43,4,19,0.097,1,0.915
BK121500,2012,HS2,40,m,11,3.074,3.156,4.346,5,20,0.154,1,0.957
BK121501,2012,HS2,39,m,10,2.464,2.941,4.742,5,18,0.147,0.68,0.772
BK121502,2012,HS2,38,m,11,2.058,2.488,NA,5,NA,0.125,0.659,0.802
BK121503,2012,HS2,40,m,10,2.182,2.401,3.733,4,18,0.155,0.728,0.752
BK121505,2012,HS2,37,m,10,2.362,2.633,4.1,4,17,0.188,0.75,0.807
BK121507,2012,HS2,38,NA,10,2.225,2.488,3.654,6,NA,0.177,0.806,0.773
BK121510,2012,HS2,47,m,11,2.765,3.066,4.782,5,NA,0.193,0.971,0.954
BK121511,2012,HS2,53,m,21,2.468,3.322,5.755,7,19,0.239,1.03,1.03
BK121513,2012,HS2,55,f,11,3.188,3.523,5.354,4,18,0.2,1,1.24
BK121515,2012,HS2,62,f,25,3.221,3.025,4.292,5,NA,0.287,1.21,1.14
BK121516,2012,GS,60,f,30,3.43,3.711,3.471,4,14,0.1773333,1.170333,1.367667
BK121517,2012,GS,39,m,15,2.845,2.84,3.636,5,14,0.1123333,0.7416667,0.859
BK121518,2012,GS,37,m,19,2.735,2.62,3.884,4,NA,NA,NA,NA
BK121534,2012,GS,47,f,23,2.513,2.889,4.057,5,14,0.1616667,0.9623333,1.089667
BK121534,2012,GS,47,f,23,2.55,2.909,4.033,5,14,0.1616667,0.9623333,1.089667
BK121535,2012,GS,50,m,29,1.826,2.153,4.069,5,16,0.1466667,0.9523333,0.9636667
BK121536,2012,GS,75,f,55,5.106,5.363,5.91,4,14,0.237,1.259667,1.294667
BK121805,2012,NS,65,f,44,4.456,4.431,6.245,5,11,0.2166667,1.21,1.252
BK121820,2012,NS,65,f,42,5.294,5.335,5.843,4,14,0.248,0.9946667,1.169667
BK121888,2012,NS,65,f,35,4.308,4.53,7.066,6,15,0.2566667,1.454,1.537667
BK121891,2012,NS,60,f,27,3.401,3.524,5.877,4,13,0.2586667,1.224,1.168
BK121898,2012,NS,56,m,29,2.985,3.339,5.233,5,9,0.2423333,1.278667,1.341333
BK121912,2012,NS,57,f,35,3.144,3.675,4.152,5,13,0.1873333,1.275667,1.370333
